FID,MANZENT,TIMES_SELECTED,TOTAL_VIVIENDAS,REGION,PROVINCIA,COMUNA,NOMBRE_DISTRITO
3129,13104051003028,1,35,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,LA PALMA
73906,10307011001075,1,22,REGIÓN DE LOS LAGOS,OSORNO,SAN PABLO,SAN PABLO
145812,8108051008001,1,214,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,LOMAS COLORADAS
18995,13119141004018,1,32,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS LOMAS
6611,13108061001029,1,279,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,EL MOLINO
36005,13401141001500,1,85,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,LOS MORROS
26467,13124061012025,1,40,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,SANTA CORINA
71382,10201011006040,1,30,REGIÓN DE LOS LAGOS,CHILOÉ,CASTRO,CASTRO
89991,5109111005011,1,50,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,RECREO
124687,1107031002039,1,31,REGIÓN DE TARAPACÁ,IQUIQUE,ALTO HOSPICIO,SANTA ROSA
62143,7301041004015,1,37,REGIÓN DEL MAULE,CURICÓ,CURICÓ,CEMENTERIO
146658,8111031002040,1,27,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TOMÉ,EL MORRO
121248,12401011004032,1,17,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,NATALES,NATALES
89329,5109021002004,2,182,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,CASINO
50655,6101151004053,1,125,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,LA FERIA
146232,8110171002004,1,13,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,ZUNICO
21308,13119081003049,1,22,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,PORTALES
49891,6101161005018,1,12,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,MEDIALUNA
1951,13101171001015,1,37,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,CARMEN
126711,2101011018012,2,18,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LA CHIMBA
135164,16302011001021,1,35,REGIÓN DE ÑUBLE,PUNILLA,COIHUECO,COIHUECO
150815,8301201006021,1,60,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,AVENIDA MAIPÚ
42145,13605031002500,2,185,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,CAUPOLICÁN
130682,2201091003052,1,28,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CHACABUCO
127945,2101051002037,1,44,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,MIRAMAR
130476,2201091004001,1,47,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CHACABUCO
64289,7401071002008,1,157,REGIÓN DEL MAULE,LINARES,LINARES,MARÍA AUXILIADORA
126971,2101171003008,1,50,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,OSCAR BONILLA
114893,3101071002033,1,32,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,REGIMIENTO
94285,5501021004022,1,17,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,AVENIDA VALPARAÍSO
56079,6107011001005,1,166,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,LAS CABRAS
136915,16109011001002,1,38,REGIÓN DE ÑUBLE,DIGUILLÍN,YUNGAY,YUNGAY
141391,8103041002025,1,175,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,CHIGUAYANTE
42767,13605021002012,1,131,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,MALLOCO
130669,2201091003047,2,47,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CHACABUCO
66474,11101121008038,1,25,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COYHAIQUE,COYHAIQUE,CERRO DIVISADERO
105163,4101051010021,1,283,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,LA PAMPA
100933,5801021006013,1,122,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,BELLOTO SUR
39626,13501121002029,1,38,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,POMAIRE
20820,13119091001022,2,413,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,TEMPLO VOTIVO
60911,7301181006013,1,22,REGIÓN DEL MAULE,CURICÓ,CURICÓ,LICANTÉN
41840,13201101002058,2,33,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LOS JARDINES
49053,13301011013501,1,14,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA
36160,13401081005021,1,66,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,NOS
64084,7401031001003,1,41,REGIÓN DEL MAULE,LINARES,LINARES,LLANCANAO
44718,13201081008017,1,132,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,SAN CARLOS
111405,4204011003044,1,12,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,SALAMANCA
127858,2101031005020,1,12,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,BARRIO INDUSTRIAL
93273,5301061003033,1,103,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,CHACABUCO
144724,8110111003032,1,20,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,ESTADIO HIGUERAS
106174,4102021004035,1,14,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LORD COCHRANE
33222,13132041002016,1,109,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,CLUB DE GOLF
87768,5105081002016,1,80,REGIÓN DE VALPARAÍSO,VALPARAÍSO,PUCHUNCAVÍ,CAMPICHE
103249,5804081004004,1,36,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,SAN ENRIQUE
76187,9101061003045,1,23,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
21146,13119181003013,1,143,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,EL CARMEN
38572,13402041003030,1,94,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,MAIPO
148022,8111051003023,1,30,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TOMÉ,DICHATO
139374,8101051002003,1,182,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,ESTACIÓN CENTRAL
8351,13110031007010,1,16,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,GERÓNIMO DE ALDERETE
30935,13128021002008,1,18,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,LO RUIZ
146394,8110141010010,1,95,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,CARRIEL
151169,8301171008023,1,50,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,PAILLIHUE
148726,8206011003500,1,123,REGIÓN DEL BIOBÍO,ARAUCO,LOS ÁLAMOS,LOS ÁLAMOS
42205,13605031005013,1,127,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,CAUPOLICÁN
116370,14202011002015,1,40,REGIÓN DE LOS RÍOS,RANCO,FUTRONO,FUTRONO
92232,5301061006001,1,41,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,CHACABUCO
58622,7101131003021,1,23,REGIÓN DEL MAULE,TALCA,TALCA,LA FLORIDA
85243,5101201002003,1,437,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,LAS ZORRAS
42312,13201021001045,1,36,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EL PERAL
98549,5703021001041,1,22,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,LLAILLAY,LAS VEGAS
70534,10202011002069,1,20,REGIÓN DE LOS LAGOS,CHILOÉ,ANCUD,CUARTELES
95091,5601051007033,1,17,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,BARRANCAS
103958,4101151004019,1,24,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,UNIVERSIDAD
70070,10102141001023,1,35,REGIÓN DE LOS LAGOS,LLANQUIHUE,CALBUCO,CALBUCO
33913,13130041003020,1,43,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,ATACAMA
80997,9201011001015,1,27,REGIÓN DE LA ARAUCANÍA,MALLECO,ANGOL,CENTRO
57697,7101111002039,1,28,REGIÓN DEL MAULE,TALCA,TALCA,HUILQUILEMU
22207,13119191006050,1,44,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,EL BOSQUE
51819,6102011001009,1,45,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,CODEGUA,CODEGUA
97625,5604011003061,1,23,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL QUISCO,EL QUISCO
43962,13201031003037,1,24,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
58870,7101081002901,1,10,REGIÓN DEL MAULE,TALCA,TALCA,ESTADIO FISCAL
143421,8108041003017,1,25,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,SAN PEDRO
111136,4301011002021,1,20,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,FERROCARRIL
29893,13126041001010,2,42,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,VILLA SANA
14711,13114061001021,1,12,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,LOS DOMÍNICOS
147543,8112061004040,1,12,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CERRO VERDE
51609,6108031003010,1,38,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALÍ,LA POBLACIÓN
36744,13401061005020,1,36,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,CERRO NEGRO
43461,13201191011004,1,33,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS NIEVES ORIENTE
33769,13129051002030,1,12,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,LA CASTRINA
99330,5701031007020,2,24,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LOS GRANEROS
34749,13302041002001,1,243,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,LA VILANA
12533,13112081001015,1,151,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,LA PRIMAVERA
42563,13201021008039,2,344,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EL PERAL
104327,4101171002037,1,301,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,EL OLIVAR
85446,5101161004005,1,34,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO LAS RAMADITAS
73047,10301051010009,1,21,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,RAHUE
127421,2101141004050,1,16,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUAMACHUCO
149258,8205051001005,1,81,REGIÓN DEL BIOBÍO,ARAUCO,CURANILAHUE,COLICO SUR
124058,1101111005024,1,75,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,LA TIRANA
8478,13109061003015,1,46,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA CISTERNA,LA CULTURA
109895,4106101001009,1,25,REGIÓN DE COQUIMBO,ELQUI,VICUÑA,MARQUESA
142230,8102021002001,1,38,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CORONEL,VILLA MORA
134842,16105011001011,1,10,REGIÓN DE ÑUBLE,DIGUILLÍN,PEMUCO,PEMUCO
48016,13301011012045,1,28,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA
143604,8108021008005,1,25,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,BOCA SUR
87211,5105081005019,1,307,REGIÓN DE VALPARAÍSO,VALPARAÍSO,PUCHUNCAVÍ,CAMPICHE
106480,4102061004030,1,22,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,PAN DE AZÚCAR
48597,6101101004025,1,14,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,LOS QUILOS
48924,13301021003032,1,28,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,CHICUREO
78970,9112051004901,1,35,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PADRE LAS CASAS,AILLACARA
37520,13402011010001,1,288,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,BUIN
31318,13128091003019,2,435,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,CHUNGARÁ
116282,14201091004046,1,36,REGIÓN DE LOS RÍOS,RANCO,LA UNIÓN,TRAIGUÉN
127524,2101141001080,1,10,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUAMACHUCO
31130,13128031002042,1,56,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,JOSÉ MIGUEL CARRERA
122640,1101051002047,2,44,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,PLAYA BRAVA
52279,6108031001501,1,212,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALÍ,LA POBLACIÓN
11547,13110141001007,1,49,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,POZO ARENERO
10624,13110151001017,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,SAN JOSÉ DE LA ESTRELLA
53792,6117031001006,1,5,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,SAN VICENTE,RASTROJOS
24901,13124021001500,1,86,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,EMBALSE LO PRADO
92372,5301031001026,2,525,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,ESTACIÓN
80771,9119051001010,1,59,REGIÓN DE LA ARAUCANÍA,CAUTÍN,VILCÚN,GENERAL LÓPEZ
94310,5501021006001,2,620,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,AVENIDA VALPARAÍSO
21806,13119231001028,1,17,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,CIUDAD SATÉLITE
88243,5107011013005,1,20,REGIÓN DE VALPARAÍSO,VALPARAÍSO,QUINTERO,QUINTERO
129862,2201051003040,1,22,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,REGIMIENTO
61022,7301101004063,1,16,REGIÓN DEL MAULE,CURICÓ,CURICÓ,RAUQUÉN
78286,9107021001500,1,154,REGIÓN DE LA ARAUCANÍA,CAUTÍN,GORBEA,GORBEA ORIENTE
101724,5804051008028,1,96,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,JOSÉ MIGUEL CARRERA
17334,13118041005019,3,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,CAMINO AGRÍCOLA
85440,5101261004018,1,77,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,SANTOS OSSA
45099,13201181001032,1,37,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,AVENIDA CHILOÉ
122248,12401011002014,1,23,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,NATALES,NATALES
111320,4204011002032,1,6,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,SALAMANCA
45340,13201051005031,1,47,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,BAJOS DE MENA
75875,9101051006020,1,23,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,SANTA ROSA
136553,16108011001045,2,139,REGIÓN DE ÑUBLE,DIGUILLÍN,SAN IGNACIO,SAN IGNACIO
17224,13118021002015,1,37,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,MACUL
45415,13201181007004,1,90,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,AVENIDA CHILOÉ
113140,14101061001040,1,20,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,HUELLELHUE
92021,5403011001032,1,39,REGIÓN DE VALPARAÍSO,PETORCA,PAPUDO,PAPUDO
14802,13114131010005,4,498,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,CERRO SAN LUIS
2195,13103071005038,1,32,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,VIOLETA PARRA
7659,13106041002015,1,60,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,NOGALES
45128,13201141006047,1,46,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EJÉRCITO LIBERTADOR
28951,13126011001013,1,61,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,MUNICIPALIDAD
21440,13119161001027,1,16,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,NUEVA SAN MARTÍN
29290,13125021005020,2,88,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,LO ECHEVERS
55223,7101031003016,1,14,REGIÓN DEL MAULE,TALCA,TALCA,CANCHA RAYADA
2621,13104031004008,1,17,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,POMAIRE
1578,13101111015001,1,759,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,SAN ISIDRO
104423,4101051009043,1,21,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,LA PAMPA
53059,6115041003901,1,27,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,CÉSARES
37690,13402041002002,1,28,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,MAIPO
36577,13401051003011,1,47,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,HOSPITAL
139438,8101051003012,2,32,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,ESTACIÓN CENTRAL
70035,10102051002004,1,91,REGIÓN DE LOS LAGOS,LLANQUIHUE,CALBUCO,SAN RAFAEL
80700,9202041001004,1,38,REGIÓN DE LA ARAUCANÍA,MALLECO,COLLIPULLI,LOLENCO
2690,13104011001016,1,44,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,CONCHALÍ
138558,8101161012018,1,16,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA TOMA
28135,13125041011021,1,36,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
45573,13201031009023,1,210,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
101330,5801101004500,1,215,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,BELLOTO NORTE
52508,6113011001024,1,20,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,PICHIDEGUA
91403,5109071004021,2,27,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,CHORRILLOS
54666,6301011002021,1,51,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
17003,13118011002040,1,42,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,LO PLAZA
148693,8206041002053,1,72,REGIÓN DEL BIOBÍO,ARAUCO,LOS ÁLAMOS,TRES PINOS
23775,13122061002019,1,33,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEÑALOLÉN,VILLA LOS LAGOS
129292,2101081003022,1,99,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESTADIO REGIONAL
38430,13402051002018,1,45,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,VALDIDIA DE PAINE
15656,13116071001008,1,28,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,CLARA ESTRELLA
97008,5602021002014,1,30,REGIÓN DE VALPARAÍSO,SAN ANTONIO,ALGARROBO,SAN JOSÉ
131495,2201111007035,1,18,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,MAIPÚ
96054,5502051001037,1,25,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,LAUTARO
135025,16203011001061,1,11,REGIÓN DE ÑUBLE,ITATA,COELEMU,COELEMU
143257,8106021001063,1,12,REGIÓN DEL BIOBÍO,CONCEPCIÓN,LOTA,BANNEN
71711,10301051005033,1,50,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,RAHUE
71465,10201011003006,1,52,REGIÓN DE LOS LAGOS,CHILOÉ,CASTRO,CASTRO
81813,9119011002014,1,13,REGIÓN DE LA ARAUCANÍA,CAUTÍN,VILCÚN,VILCÚN
41349,13604031003017,1,62,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,PADRE HURTADO
43439,13201191004027,1,97,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS NIEVES ORIENTE
23999,13120111006001,1,79,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,HOSPITAL DE CARABINEROS
11504,13110121004026,1,22,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,SAN PEDRO
101271,5801121004010,1,29,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,ALTO QUILPUÉ
18858,13119021008010,1,149,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LOS LIBERTADORES
133048,2104031001043,1,61,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,TALTAL,LA CALETA
79757,9115021003048,1,264,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PUCÓN,CEMENTERIO
52994,6115041005001,1,41,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,CÉSARES
69079,10105011001019,1,33,REGIÓN DE LOS LAGOS,LLANQUIHUE,FRUTILLAR,FRUTILLAR
106524,4102061006051,1,19,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,PAN DE AZÚCAR
28270,13125041007028,1,28,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
29495,13125021003008,2,364,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,LO ECHEVERS
129094,2101101002002,1,398,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLOSO
95189,5601051005038,2,44,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,BARRANCAS
91658,5109071003503,1,22,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,CHORRILLOS
139926,8101161004012,1,263,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA TOMA
121525,1101031003002,1,383,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,HOSPITAL
47864,13121041003021,1,16,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,MIGUEL DÁVILA
121132,1101101002008,1,40,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,GOMEZ CARREÑO
17153,13118061006014,3,240,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,IGNACIO CARRERA PINTO
6932,13109031001018,2,176,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA CISTERNA,LO OVALLE
105568,4101021001901,1,48,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,MERCADO
75803,9101061001030,1,24,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
56088,6107011001022,1,48,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,LAS CABRAS
126750,2101011008022,1,39,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LA CHIMBA
151048,8301201002022,1,6,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,AVENIDA MAIPÚ
39455,13504031001001,1,26,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MARÍA PINTO,CHOROMBO
143180,8106011005033,1,39,REGIÓN DEL BIOBÍO,CONCEPCIÓN,LOTA,LOTA ALTO
115221,3101111003039,1,112,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,UNIVERSIDAD
58812,7101111006007,1,99,REGIÓN DEL MAULE,TALCA,TALCA,HUILQUILEMU
15956,13115041001017,2,158,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,LO BARNECHEA
920,13102031007041,1,38,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,DIVINO MAESTRO
108694,4102061005043,1,16,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,PAN DE AZÚCAR
113312,14101081006050,1,36,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,LAS MULATAS
4478,13104061003008,1,30,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,MONTERREY
14446,13114101005021,1,4,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,SEBASTIÁN EL CANO
135374,16107011001069,1,22,REGIÓN DE ÑUBLE,DIGUILLÍN,QUILLÓN,QUILLÓN
141292,8105011002033,1,23,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALQUI,HUALQUI
120033,12101041002005,1,41,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,BARRIO PRAT
56355,7101141007500,2,159,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
23807,13122111003002,1,33,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEÑALOLÉN,SIMÓN BOLIVAR
1373,13101031003002,1,1046,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,AMUNÁTEGUI
92322,5301031004001,1,214,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,ESTACIÓN
99013,5701031006014,1,28,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LOS GRANEROS
